target_rho,real_rho,capy,moran
0.01,0.014860036566303145,0.5672028280452354,-0.031597222222222214
0.014949494949494949,0.036998541548015296,0.7672682114637348,-0.03771929824561401
0.0198989898989899,0.02242436533203526,0.5338605153893631,-0.05565796210957496
0.02484848484848485,0.028367251562436822,0.6318945876900213,-0.048581560283687944
0.029797979797979796,0.033221235537331265,0.5225169480521447,-0.07292960662525895
0.03474747474747475,0.04297308555844167,0.620798892199512,-0.031770833333333304
0.039696969696969696,0.0662581663751121,0.5180756561879974,-0.07137681159420302
0.04464646464646465,0.04741113018588132,0.5442180623563169,-0.04368421052631574
0.049595959595959596,0.050706987185494844,0.5516628546434968,-0.12094155844155852
0.05454545454545454,0.06435963990372273,0.5522346247100376,-0.1304597701149424
0.059494949494949496,0.10231512404991397,0.6693836831903766,-0.11153023006955587
0.06444444444444444,0.0727956546719204,0.6177521151061782,-0.0759057971014493
0.06939393939393938,0.07913159888401623,0.5346469321417733,-0.13452380952380957
0.07434343434343434,0.07514083794068963,0.5623522146027399,-0.2057372346528971
0.07929292929292929,0.07961273445172017,0.6885733576487353,-0.10692883895131078
0.08424242424242423,0.0876475417106924,0.5934422979643819,-0.09666666666666666
0.08919191919191918,0.09175082882262209,0.6979652347941474,-0.0628264208909369
0.09414141414141414,0.12654649039029656,0.7004261001335115,-0.06028368794326252
0.09909090909090908,0.11059974567205236,0.5551802992405305,-0.22604350382128144
0.10404040404040403,0.12511248698818225,0.615210912238201,-0.08105703819989525
0.10898989898989898,0.11861982109279522,0.5419498913564847,-0.13106060606060632
0.11393939393939392,0.11604707793988721,0.5095354722378379,-0.2747062461348173
0.11888888888888888,0.1295430089748239,0.6411204884965145,-0.1920826161790016
0.12383838383838383,0.13202830142845545,0.6552043469293983,-0.15038759689922482
0.12878787878787878,0.14888779323018747,0.5998390981526454,-0.2168724279835387
0.13373737373737374,0.13910052410865326,0.5403808623849975,-0.14825581395348825
0.1386868686868687,0.14084577677378385,0.5612579551058536,-0.2132113821138208
0.14363636363636365,0.1475014332197937,0.509736241902746,-0.35228442728442727
0.1485858585858586,0.1508417991774619,0.5603256718094541,-0.22199404761904784
0.15353535353535352,0.15473946744091358,0.5804034541573171,-0.1453488372093021
0.15848484848484848,0.18369912696619106,0.6771868679944972,-0.02285223367697598
0.16343434343434343,0.1724233152967572,0.674992141569621,-0.041854636591478644
0.16838383838383839,0.2277886977963991,0.6534901829161862,-0.11788359788359802
0.17333333333333334,0.17357647344241373,0.5049892489915224,-0.35512566137566126
0.1782828282828283,0.1872880535135591,0.6097533602800054,-0.15146733111849378
0.18323232323232325,0.1538984988883731,0.5184619944446898,-0.4125510204081633
0.18818181818181817,0.20846334702976363,0.6102144352510712,-0.20101626016260132
0.19313131313131313,0.19340646802924677,0.528749671658362,-0.37698412698412725
0.19808080808080808,0.20039186689690128,0.5906642231584855,-0.44072494669509577
0.20303030303030303,0.21153415169217102,0.5153608224964079,-0.3185006435006434
0.207979797979798,0.19470255635006484,0.5174210907418495,-0.41670117322291245
0.21292929292929294,0.2198241018515413,0.5731804515899988,-0.3081453634085209
0.21787878787878787,0.21893893778431273,0.612026372735349,-0.320603174603175
0.22282828282828282,0.22644998117772583,0.5399611716267408,-0.4212560386473431
0.22777777777777777,0.22826105694983873,0.6667713156358706,-0.13108766233766245
0.23272727272727273,0.25244321268166786,0.6414190616717297,-0.15364145658263292
0.23767676767676768,0.24041576381916951,0.5449091648278608,-0.42934173669467857
0.24262626262626263,0.24769235157437902,0.5967788296534565,-0.36782407407407425
0.24757575757575756,0.13897107199825476,0.5142932252315993,-0.40646258503401367
0.2525252525252525,0.20090121236759761,0.4789237981709554,-0.4449929971988802
