GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9F001,C9G001,C9G002,C9G003,C9G004
"G1301770","1980","A","3","5","Georgia","13","0120","Lee","177",,,,,,,,,,,,,"07",,,,,,,,"LEE COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",8845,2779,22,0,0,5,0,2,6,9,0,1,1,0,14,79,41,30,0,8
"G1301790","1980","A","3","5","Georgia","13",,"Liberty","179",,,,,,,,,,,,,"09",,,,,,,,"LIBERTY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",22115,13748,118,3,1,53,19,107,352,15,21,36,46,22,927,1457,577,143,63,674
"G1301810","1980","A","3","5","Georgia","13",,"Lincoln","181",,,,,,,,,,,,,"04",,,,,,,,"LINCOLN COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",3855,2850,3,0,0,1,1,1,1,1,0,1,0,0,2,92,35,55,1,1
"G1301830","1980","A","3","5","Georgia","13",,"Long","183",,,,,,,,,,,,,"09",,,,,,,,"LONG COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1",3341,1162,1,0,0,2,0,0,4,0,0,1,0,0,13,71,30,32,0,9
"G1301850","1980","A","3","5","Georgia","13",,"Lowndes","185",,,,,,,,,,,,,"08",,,,,,,,"LOWNDES COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",46711,20604,111,2,0,49,26,63,66,21,9,24,1,0,285,875,443,292,26,114
"G1301870","1980","A","3","5","Georgia","13",,"Lumpkin","187",,,,,,,,,,,,,"02",,,,,,,,"LUMPKIN COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",10345,232,160,1,0,1,1,3,1,3,2,2,2,0,9,67,52,0,8,7
"G1301890","1980","A","3","5","Georgia","13",,"McDuffie","189",,,,,,,,,,,,,"04",,,,,,,,"MCDUFFIE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",11779,6705,22,0,0,3,2,0,7,3,0,4,0,0,21,252,77,161,2,12
"G1301910","1980","A","3","5","Georgia","13",,"McIntosh","191",,,,,,,,,,,,,"09",,,,,,,,"MCINTOSH COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",4393,3633,7,0,0,6,0,0,0,0,0,6,0,0,1,41,14,26,0,1
"G1301930","1980","A","3","5","Georgia","13",,"Macon","193",,,,,,,,,,,,,"07",,,,,,,,"MACON COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",6084,7856,26,0,0,2,0,12,1,4,0,4,0,0,14,152,44,104,3,1
"G1301950","1980","A","3","5","Georgia","13","0500","Madison","195",,,,,,,,,,,,,"03",,,,,,,,"MADISON COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",15764,1942,17,0,1,3,2,3,0,2,0,0,0,0,13,136,85,42,0,9
"G1301970","1980","A","3","5","Georgia","13",,"Marion","197",,,,,,,,,,,,,"05",,,,,,,,"MARION COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",2835,2450,5,0,0,1,0,0,0,1,1,1,0,1,2,47,10,35,0,2
"G1301990","1980","A","3","5","Georgia","13",,"Meriwether","199",,,,,,,,,,,,,"04",,,,,,,,"MERIWETHER COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11606,9560,22,0,0,1,1,4,1,3,0,4,0,0,27,239,77,147,4,11
"G1302010","1980","A","3","5","Georgia","13",,"Miller","201",,,,,,,,,,,,,"07",,,,,,,,"MILLER COUNTY","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0",5030,2006,2,0,0,0,0,0,0,0,0,0,0,0,0,74,23,50,1,0
"G1302050","1980","A","3","5","Georgia","13",,"Mitchell","205",,,,,,,,,,,,,"07",,,,,,,,"MITCHELL COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",10897,10136,4,0,0,5,0,7,5,1,2,1,0,1,55,210,56,107,3,44
"G1302070","1980","A","3","5","Georgia","13",,"Monroe","207",,,,,,,,,,,,,"04",,,,,,,,"MONROE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",9041,5526,16,0,1,1,1,5,0,8,3,1,1,0,6,173,29,140,1,3
"G1302090","1980","A","3","5","Georgia","13",,"Montgomery","209",,,,,,,,,,,,,"08",,,,,,,,"MONTGOMERY COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4808,2169,4,0,0,17,0,6,0,1,0,1,0,0,5,85,33,47,2,3
"G1302110","1980","A","3","5","Georgia","13",,"Morgan","211",,,,,,,,,,,,,"04",,,,,,,,"MORGAN COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",6800,4751,9,0,0,0,0,2,0,4,0,5,0,0,1,103,39,62,1,1
"G1302130","1980","A","3","5","Georgia","13",,"Murray","213",,,,,,,,,,,,,"01",,,,,,,,"MURRAY COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",19572,33,28,0,0,3,0,16,8,10,0,0,0,0,15,131,108,1,14,8
"G1302150","1980","N","3","5","Georgia","13","1800","Muscogee","215",,,,,,,,,,,,,"C",,,,,,,,"MUSCOGEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",108394,57884,415,5,3,251,104,250,764,116,115,68,61,12,1666,3526,1680,522,161,1163
"G1302170","1980","A","3","5","Georgia","13","0520","Newton","217",,,,,,,,,,,,,"04",,,,,,,,"NEWTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0",25595,8801,32,1,0,9,5,3,8,11,5,2,2,0,15,230,128,95,0,7
"G1302190","1980","A","3","5","Georgia","13","0500","Oconee","219",,,,,,,,,,,,,"04",,,,,,,,"OCONEE COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",11130,1268,8,0,0,5,2,0,0,6,0,0,0,0,8,90,74,13,0,3
"G1302210","1980","A","3","5","Georgia","13",,"Oglethorpe","221",,,,,,,,,,,,,"04",,,,,,,,"OGLETHORPE COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",6073,2830,11,0,0,0,0,1,3,0,1,0,0,0,10,112,29,81,1,1
"G1302230","1980","A","3","5","Georgia","13","0520","Paulding","223",,,,,,,,,,,,,"03",,,,,,,,"PAULDING COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",24833,1205,28,0,0,4,2,4,3,4,2,2,0,0,23,144,126,7,2,9
"G1302250","1980","A","3","5","Georgia","13",,"Peach","225",,,,,,,,,,,,,"07",,,,,,,,"PEACH COUNTY","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",9392,9682,23,0,0,5,0,10,4,11,0,2,0,0,22,144,42,94,0,8
"G1302270","1980","A","3","5","Georgia","13",,"Pickens","227",,,,,,,,,,,,,"02",,,,,,,,"PICKENS COUNTY","0","0","0","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","1",11360,276,6,1,0,0,0,0,0,8,0,0,1,0,0,66,54,12,0,0
"G1302290","1980","A","3","5","Georgia","13",,"Pierce","229",,,,,,,,,,,,,"09",,,,,,,,"PIERCE COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",10181,1662,8,0,0,1,1,1,1,4,1,0,0,0,37,128,48,44,0,36
"G1302310","1980","A","3","5","Georgia","13",,"Pike","231",,,,,,,,,,,,,"04",,,,,,,,"PIKE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0",6552,2340,14,0,0,3,1,0,8,1,2,1,0,0,15,131,30,83,3,15
"G1302330","1980","A","3","5","Georgia","13",,"Polk","233",,,,,,,,,,,,,"01",,,,,,,,"POLK COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",27435,4823,13,0,0,12,0,7,3,12,2,2,0,0,77,274,171,37,3,63
"G1302350","1980","A","3","5","Georgia","13",,"Pulaski","235",,,,,,,,,,,,,"07",,,,,,,,"PULASKI COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",5858,3074,1,0,0,0,0,5,0,0,0,2,0,0,10,57,24,31,0,2
"G1302370","1980","A","3","5","Georgia","13",,"Putnam","237",,,,,,,,,,,,,"04",,,,,,,,"PUTNAM COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",5994,4272,4,0,0,4,0,5,2,5,0,0,0,0,9,52,10,36,3,3
"G1302390","1980","A","3","5","Georgia","13",,"Quitman","239",,,,,,,,,,,,,"07",,,,,,,,"QUITMAN COUNTY","0","0","0","1","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0",1019,1336,1,0,0,0,0,0,0,1,0,0,0,0,0,20,2,18,0,0
"G1302410","1980","A","3","5","Georgia","13",,"Rabun","241",,,,,,,,,,,,,"02",,,,,,,,"RABUN COUNTY","0","0","0","0","1","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1",10352,66,33,0,0,3,0,3,1,5,0,0,0,0,3,46,42,4,0,0
"G1302430","1980","A","3","5","Georgia","13",,"Randolph","243",,,,,,,,,,,,,"07",,,,,,,,"RANDOLPH COUNTY","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0",4192,5374,5,0,0,18,0,0,0,0,0,0,0,0,10,176,22,152,0,2
"G1302450","1980","A","3","5","Georgia","13","0600","Richmond","245",,,,,,,,,,,,,"D",,,,,,,,"RICHMOND COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",109109,67981,345,9,6,354,353,235,694,274,186,65,96,36,1886,3638,1496,728,145,1269
"G1302470","1980","A","3","5","Georgia","13","0520","Rockdale","247",,,,,,,,,,,,,"04",,,,,,,,"ROCKDALE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33220,3186,181,0,0,15,20,36,7,17,14,2,0,1,48,251,170,41,14,26
"G1302490","1980","A","3","5","Georgia","13",,"Schley","249",,,,,,,,,,,,,"07",,,,,,,,"SCHLEY COUNTY","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2146,1250,0,0,0,0,0,0,0,0,0,0,0,0,37,90,11,42,0,37
"G1302510","1980","A","3","5","Georgia","13",,"Screven","251",,,,,,,,,,,,,"06",,,,,,,,"SCREVEN COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",7635,6379,3,0,0,4,0,3,1,4,3,0,0,0,11,153,28,122,0,3
"G1302530","1980","A","3","5","Georgia","13",,"Seminole","253",,,,,,,,,,,,,"07",,,,,,,,"SEMINOLE COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",6005,2953,26,0,0,1,0,0,0,2,0,0,0,0,70,168,55,46,2,65
"G1302550","1980","A","3","5","Georgia","13",,"Spalding","255",,,,,,,,,,,,,"04",,,,,,,,"SPALDING COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",34713,13002,56,0,0,10,20,14,15,34,0,2,0,0,33,418,154,242,13,9
"G1302570","1980","A","3","5","Georgia","13",,"Stephens","257",,,,,,,,,,,,,"03",,,,,,,,"STEPHENS COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1",19045,2637,20,0,0,5,2,4,0,13,23,2,0,0,12,169,120,26,13,10
"G1302590","1980","A","3","5","Georgia","13",,"Stewart","259",,,,,,,,,,,,,"07",,,,,,,,"STEWART COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",2094,3787,3,0,0,3,0,0,2,3,0,1,0,0,3,77,21,53,1,2
"G1302610","1980","A","3","5","Georgia","13",,"Sumter","261",,,,,,,,,,,,,"07",,,,,,,,"SUMTER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",16227,12981,59,0,0,8,12,4,15,10,4,10,4,0,26,291,58,210,7,16
"G1302630","1980","A","3","5","Georgia","13",,"Talbot","263",,,,,,,,,,,,,"04",,,,,,,,"TALBOT COUNTY","0","0","0","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",2307,4220,4,0,0,3,0,0,0,1,0,0,0,0,1,74,13,60,0,1
"G1302650","1980","A","3","5","Georgia","13",,"Taliaferro","265",,,,,,,,,,,,,"04",,,,,,,,"TALIAFERRO COUNTY","0","0","0","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0",711,1318,1,0,0,0,0,0,0,2,0,0,0,0,0,21,2,19,0,0
"G1302670","1980","A","3","5","Georgia","13",,"Tattnall","267",,,,,,,,,,,,,"08",,,,,,,,"TATTNALL COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0",12801,5253,10,0,0,7,1,10,27,7,0,3,0,0,15,136,82,45,0,9
"G1302690","1980","A","3","5","Georgia","13",,"Taylor","269",,,,,,,,,,,,,"05",,,,,,,,"TAYLOR COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",4703,3186,2,0,0,3,0,0,1,0,0,0,0,0,7,111,22,88,0,1
"G1302710","1980","A","3","5","Georgia","13",,"Telfair","271",,,,,,,,,,,,,"06",,,,,,,,"TELFAIR COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",7858,3570,2,0,0,2,0,6,0,5,0,0,0,0,2,84,30,53,0,1
"G1302730","1980","A","3","5","Georgia","13",,"Terrell","273",,,,,,,,,,,,,"07",,,,,,,,"TERRELL COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",4699,7301,5,0,0,2,0,0,0,2,0,1,0,0,7,161,7,150,1,3
"G1302750","1980","A","3","5","Georgia","13",,"Thomas","275",,,,,,,,,,,,,"08",,,,,,,,"THOMAS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",23330,14626,50,0,0,12,6,13,2,7,1,2,0,0,49,378,96,268,5,9
"G1302770","1980","A","3","5","Georgia","13",,"Tift","277",,,,,,,,,,,,,"07",,,,,,,,"TIFT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",24098,8530,45,1,0,12,16,3,16,21,9,5,0,0,106,430,201,137,5,87
"G1302790","1980","A","3","5","Georgia","13",,"Toombs","279",,,,,,,,,,,,,"08",,,,,,,,"TOOMBS COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1",16763,5734,26,0,0,3,4,26,2,16,5,0,0,0,13,175,107,66,1,1
"G1302810","1980","A","3","5","Georgia","13",,"Towns","281",,,,,,,,,,,,,"02",,,,,,,,"TOWNS COUNTY","0","0","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0",5625,1,4,0,0,0,3,0,0,0,1,1,0,0,3,27,24,0,1,2
"G1302830","1980","A","3","5","Georgia","13",,"Treutlen","283",,,,,,,,,,,,,"06",,,,,,,,"TREUTLEN COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",4049,2030,0,0,0,2,0,0,4,0,0,0,0,0,2,71,30,41,0,0
"G1302850","1980","A","3","5","Georgia","13",,"Troup","285",,,,,,,,,,,,,"04",,,,,,,,"TROUP COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",34185,15633,21,2,1,66,6,0,32,15,3,5,3,0,31,412,210,184,3,15
"G1302870","1980","A","3","5","Georgia","13",,"Turner","287",,,,,,,,,,,,,"07",,,,,,,,"TURNER COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",5989,3499,3,0,0,1,0,2,0,7,0,1,0,0,8,82,21,53,1,7
"G1302890","1980","A","3","5","Georgia","13","4680","Twiggs","289",,,,,,,,,,,,,"05",,,,,,,,"TWIGGS COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",4585,4756,7,0,0,1,0,0,1,3,0,0,0,0,1,132,14,117,0,1
"G1302910","1980","A","3","5","Georgia","13",,"Union","291",,,,,,,,,,,,,"02",,,,,,,,"UNION COUNTY","0","0","1","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0",9363,3,10,0,0,2,0,0,0,3,0,0,0,0,9,39,34,0,0,5
"G1302930","1980","A","3","5","Georgia","13",,"Upson","293",,,,,,,,,,,,,"04",,,,,,,,"UPSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",18776,7145,15,0,0,26,0,5,3,2,3,1,0,0,22,140,60,62,6,12
"G1302950","1980","A","3","5","Georgia","13","1560","Walker","295",,,,,,,,,,,,,"A",,,,,,,,"WALKER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",53989,2328,52,1,0,15,0,5,20,17,0,0,1,1,41,249,197,21,10,21
"G1302970","1980","A","3","5","Georgia","13","0520","Walton","297",,,,,,,,,,,,,"04",,,,,,,,"WALTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",24505,6576,35,1,0,4,0,18,2,11,9,0,0,1,49,281,142,117,7,15
"G1302990","1980","A","3","5","Georgia","13",,"Ware","299",,,,,,,,,,,,,"09",,,,,,,,"WARE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",28631,8376,62,1,0,10,6,21,18,8,18,6,0,0,23,273,158,92,10,13
"G1303010","1980","A","3","5","Georgia","13",,"Warren","301",,,,,,,,,,,,,"04",,,,,,,,"WARREN COUNTY","0","0","0","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","1",2645,3922,5,0,0,0,1,2,0,0,0,0,0,0,8,103,10,93,0,0
"G1303030","1980","A","3","5","Georgia","13",,"Washington","303",,,,,,,,,,,,,"05",,,,,,,,"WASHINGTON COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",9148,9646,2,0,0,3,4,0,0,15,0,1,0,0,23,134,33,100,0,1
"G1303050","1980","A","3","5","Georgia","13",,"Wayne","305",,,,,,,,,,,,,"09",,,,,,,,"WAYNE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",16726,3953,21,0,0,2,0,11,5,6,0,0,0,0,26,139,77,50,2,10
"G1303070","1980","A","3","5","Georgia","13",,"Webster","307",,,,,,,,,,,,,"07",,,,,,,,"WEBSTER COUNTY","0","0","0","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","1",1149,1180,9,0,0,0,0,0,1,0,0,1,0,0,1,25,4,21,0,0
"G1303090","1980","A","3","5","Georgia","13",,"Wheeler","309",,,,,,,,,,,,,"06",,,,,,,,"WHEELER COUNTY","0","0","0","1","1","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0",3618,1530,4,0,0,0,0,0,1,0,0,0,0,0,2,38,12,26,0,0
"G1303110","1980","A","3","5","Georgia","13",,"White","311",,,,,,,,,,,,,"02",,,,,,,,"WHITE COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0",9687,392,19,0,0,1,3,4,0,2,6,0,0,0,6,48,39,2,2,5
"G1303130","1980","A","3","5","Georgia","13",,"Whitfield","313",,,,,,,,,,,,,"01",,,,,,,,"WHITFIELD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",62722,2518,128,1,3,14,22,15,40,41,11,1,0,0,273,526,264,15,10,237
"G1303150","1980","A","3","5","Georgia","13",,"Wilcox","315",,,,,,,,,,,,,"07",,,,,,,,"WILCOX COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",5226,2452,0,0,0,0,0,1,1,0,0,1,0,0,1,55,19,34,1,1
"G1303170","1980","A","3","5","Georgia","13",,"Wilkes","317",,,,,,,,,,,,,"04",,,,,,,,"WILKES COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0",5898,5028,6,0,0,1,0,2,3,3,0,2,0,0,8,154,38,103,6,7
"G1303190","1980","A","3","5","Georgia","13",,"Wilkinson","319",,,,,,,,,,,,,"05",,,,,,,,"WILKINSON COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",5708,4654,3,0,0,1,0,1,0,0,0,0,0,0,1,99,29,70,0,0
"G1303210","1980","A","3","5","Georgia","13",,"Worth","321",,,,,,,,,,,,,"07",,,,,,,,"WORTH COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",11816,6198,16,0,0,6,0,4,4,10,1,1,0,0,8,169,53,112,0,4
"G1500010","1980","A","4","9","Hawaii","15",,"Hawaii","001",,,,,,,,,,,,,"01",,,,,,,,"HAWAII COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31316,286,315,6,12,24476,1672,12709,580,25,127,17274,68,132,3055,8194,2483,30,4110,1571
"G1500030","1980","B","4","9","Hawaii","15","3320","Honolulu","003",,,,,,,,,,,,,"A",,,,,,,,"HONOLULU COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",252455,16843,2088,57,27,189828,52814,97565,16880,543,3293,80172,1559,13811,34630,54561,14072,643,26870,12976
"G1500050","1980","N","4","9","Hawaii","15",,"Kalawao","005",,,,,,,,,,,,,,,,,,,,,"KALAWAO COUNTY","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0",23,0,0,0,0,20,6,24,3,0,0,59,0,3,6,8,1,0,6,1
"G1500070","1980","A","4","9","Hawaii","15",,"Kauai","007",,,,,,,,,,,,,"01",,,,,,,,"KAUAI COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",11147,66,75,1,2,9775,520,10237,136,12,5,5704,20,33,1349,3270,1038,2,1646,584
"G1500090","1980","A","4","9","Hawaii","15",,"Maui","009",,,,,,,,,,,,,"01",,,,,,,,"MAUI COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",23829,169,177,4,4,15649,1273,13405,363,24,38,12291,30,94,3497,5230,1445,17,2521,1247
"G1600010","1980","A","4","8","Idaho","16","1080","Ada","001",,,,,,,,,,,,,"03",,,,,,,,"ADA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",168076,684,874,16,5,478,240,138,204,88,207,105,7,25,1889,3842,2447,7,127,1261
"G1600030","1980","A","4","8","Idaho","16",,"Adams","003",,,,,,,,,,,,,"01",,,,,,,,"ADAMS COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0",3328,0,12,0,0,1,0,0,0,0,0,0,0,0,6,29,24,0,0,5
"G1600050","1980","A","4","8","Idaho","16",,"Bannock","005",,,,,,,,,,,,,"04",,,,,,,,"BANNOCK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",61643,486,1219,4,2,276,125,33,40,42,4,24,4,9,1510,2254,985,15,96,1158
"G1600070","1980","A","4","8","Idaho","16",,"Bear Lake","007",,,,,,,,,,,,,"04",,,,,,,,"BEAR LAKE COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",6831,2,31,0,0,5,0,2,2,2,0,3,0,2,51,98,43,0,4,51
"G1600090","1980","A","4","8","Idaho","16",,"Benewah","009",,,,,,,,,,,,,"02",,,,,,,,"BENEWAH COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",7778,4,439,3,0,3,10,2,3,3,0,0,0,1,46,73,43,0,1,29
"G1600110","1980","A","4","8","Idaho","16",,"Bingham","011",,,,,,,,,,,,,"04",,,,,,,,"BINGHAM COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",32621,6,2152,1,0,149,18,9,8,1,0,13,6,0,1505,2264,682,0,155,1427
"G1600130","1980","A","4","8","Idaho","16",,"Blaine","013",,,,,,,,,,,,,"01",,,,,,,,"BLAINE COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",9737,5,27,0,1,15,5,4,2,2,0,0,0,1,42,189,157,0,1,31
"G1600150","1980","A","4","8","Idaho","16",,"Boise","015",,,,,,,,,,,,,"01",,,,,,,,"BOISE COUNTY","0","0","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0",2954,1,13,0,0,1,0,1,0,1,1,0,0,0,27,67,43,0,0,24
"G1600170","1980","A","4","8","Idaho","16",,"Bonner","017",,,,,,,,,,,,,"01",,,,,,,,"BONNER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",23881,24,120,7,3,13,8,15,15,1,2,1,0,0,73,222,180,0,11,31
"G1600190","1980","A","4","8","Idaho","16",,"Bonneville","019",,,,,,,,,,,,,"04",,,,,,,,"BONNEVILLE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",64087,199,272,0,3,296,124,34,53,36,36,8,5,0,827,1666,940,1,23,702
"G1600210","1980","A","4","8","Idaho","16",,"Boundary","021",,,,,,,,,,,,,"01",,,,,,,,"BOUNDARY COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",7140,3,89,1,0,2,4,1,7,4,11,0,0,0,27,83,57,0,4,22
"G1600230","1980","A","4","8","Idaho","16",,"Butte","023",,,,,,,,,,,,,"01",,,,,,,,"BUTTE COUNTY","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",3245,1,31,0,0,0,0,4,0,0,0,1,0,0,60,102,46,0,3,53
"G1600250","1980","A","4","8","Idaho","16",,"Camas","025",,,,,,,,,,,,,"01",,,,,,,,"CAMAS COUNTY","0","0","0","1","1","1","1","0","0","0","0","0","1","1","1","0","0","0","1","1","0",809,0,1,0,0,4,0,0,2,0,0,0,0,0,2,10,8,0,0,2
