filename,cbsa_code,error
study_areas/2000/block_groups_in_max_city_1248050_2000_march_2020_vintage_connected.json,1248050,division by zero
study_areas/1990/block_groups_in_max_city_1248050_1990_march_2020_vintage_connected.json,1248050,division by zero
study_areas/2000/block_groups_in_max_city_1248050_2000_march_2020_vintage_connected.json,1248050,division by zero
study_areas/1990/block_groups_in_max_city_1248050_1990_march_2020_vintage_connected.json,1248050,division by zero
