area_code,city_name,year,cluster,cluster_name,buffer_size,buffered_cluster_rho,core_spread,core_euclidean_spread,core_n_ball_spread,euclidean_core_n_ball_spread,core_amplitude,core_dropoff,tract_count,component_count,area_black_population,area_total_population,area_black_share,spread,n_ball_spread,center_node_id,center_gisjoin,center_geoid,euclidean_spread,euclidean_n_ball_spread,euclidean_center_node_id,euclidean_center_gisjoin,euclidean_center_geoid,moran,city_moran,dissimilarity,city_dissimilarity,half_edge,city_half_edge,amplitude,local_moran,dropoff
1714000,Chicago,1980,cluster_1,South Side,0,0.86092461526376,5.781779274380839,4901.702649698514,9,8308.541129336858,0.3998384737674144,4.26158793374355,261,1,800034,929273,0.86092461526376,5.781779274380839,9,263,G17003106911,17003106911,4901.702649698514,8308.541129336858,583,G17003106910,17003106910,0.692800083276184,0.8423788746235849,0.8449974550224095,0.9061304248393167,0.7716509114185395,0.9081386669549021,0.3998384737674144,0.7289337480365833,4.26158793374355
1714000,Chicago,1980,cluster_2,Austin,0,0.859408008875146,4.456110054450448,2613.2968270044034,7,4235.8870459244945,0.41398381977318416,-2.1143634906141657,121,1,291274,338924,0.859408008875146,4.456110054450448,7,281,G17003102315,17003102315,2613.2968270044034,4235.8870459244945,335,G17003102607,17003102607,0.6418227825041903,0.8423788746235849,0.829547798702982,0.9061304248393167,0.7699011480457334,0.9081386669549021,0.41398381977318416,0.30040637347950055,-2.1143634906141657
1714000,Chicago,1990,cluster_1,South Side,0,0.89979035639413,5.835790076694853,4975.048364885858,9,8209.921686659129,0.4100100529429243,2.099078815322331,260,1,701742,779895,0.89979035639413,5.835790076694853,9,801,G17003106912,17003106912,4975.048364885858,8209.921686659129,803,G17003106913,17003106913,0.6014048535743626,0.8495809191744413,0.8302521129456094,0.8735313409300526,0.7348275713290258,0.886189490394895,0.4100100529429243,0.6677926104854023,2.099078815322331
1714000,Chicago,1990,cluster_2,Austin,0,0.9276529576967755,4.700743000931228,2793.7869945115694,8,4447.347468502266,0.4505427517975957,-3.4199831494156308,121,1,252355,272036,0.9276529576967755,4.700743000931228,8,137,G17003102908,17003102908,2793.7869945115694,4447.347468502266,342,G17003102603,17003102603,0.1750920765141304,0.8495809191744413,0.7311535864144918,0.8735313409300526,0.6146656711250844,0.886189490394895,0.4505427517975957,0.28252368833231967,-3.4199831494156308
1714000,Chicago,2000,cluster_1,South Side,0,0.9499549841037617,5.82793931451165,5000.412358574619,9,8190.850074815238,0.42574388159034915,-2.31307516783217,261,1,675285,710860,0.9499549841037617,5.82793931451165,9,191,G17031691200,17031691200,5000.412358574619,8190.850074815238,191,G17031691200,17031691200,0.42929932221265565,0.8521282352379905,0.7392263516898991,0.856455785828698,0.5802669837691316,0.875806896927436,0.42574388159034915,0.6435416669736995,-2.31307516783217
1714000,Chicago,2000,cluster_2,Austin,0,0.9540656809985687,4.190094246717708,2748.8903671869357,8,4446.958322577813,0.43057604324337995,-3.0347713286646054,122,1,238629,250118,0.9540656809985687,4.190094246717708,8,302,G17031251800,17031251800,2748.8903671869357,4446.958322577813,388,G17031260400,17031260400,0.08765384463407233,0.8521282352379905,0.7036472928226511,0.856455785828698,0.5669559732163212,0.875806896927436,0.43057604324337995,0.25740316744540137,-3.0347713286646054
1714000,Chicago,2010,cluster_1,South Side,0,0.9589265662040952,5.322860984310451,4954.943890417365,8,8154.878667319145,0.46859392805450795,-5.130045515053036,235,1,553362,577064,0.9589265662040952,5.322860984310451,8,492,G17031691200,17031691200,4954.943890417365,8154.878667319145,492,G17031691200,17031691200,0.33157558620727273,0.8930897943007954,0.6839915370062495,0.8364960099001318,0.547583387014168,0.8693692673869735,0.46859392805450795,0.7678198795449255,-5.130045515053036
1714000,Chicago,2010,cluster_2,Austin,0,0.9387899969929853,3.249881853792756,2724.4446423950217,5,4443.012612989873,0.4409019457120471,-3.2517189799578374,89,1,190442,202859,0.9387899969929853,3.249881853792756,5,45,G17031831400,17031831400,2724.4446423950217,4443.012612989873,662,G17031260400,17031260400,0.32391222220084515,0.8930897943007954,0.6435413148324778,0.8364960099001318,0.5594223899456994,0.8693692673869735,0.4409019457120471,0.255826848437673,-3.2517189799578374
1714000,Chicago,2020,cluster_1,South Side,0,0.9572979866290529,5.302787421282093,4965.769577199196,8,8189.377373266131,0.47429362718165285,-4.460389647185377,231,1,495440,517540,0.9572979866290529,5.302787421282093,8,326,G17031691200,17031691200,4965.769577199196,8189.377373266131,713,G17031691300,17031691300,0.3860412726012247,0.8973336532638285,0.6321974525317958,0.8184928718463046,0.5421016409199843,0.8564713713029749,0.47429362718165285,0.8107532765214138,-4.460389647185377
1714000,Chicago,2020,cluster_2,Austin,0,0.9213174335329274,3.15999901991412,2725.759815227498,5,4443.030427121951,0.4218971955771637,-3.451132464967004,88,1,163251,177193,0.9213174335329274,3.15999901991412,5,74,G17031831400,17031831400,2725.759815227498,4443.030427121951,633,G17031260400,17031260400,0.3268113572984446,0.8973336532638285,0.6091029051607134,0.8184928718463046,0.5548141769693837,0.8564713713029749,0.4218971955771637,0.24749367744622558,-3.451132464967004
1714000,Chicago,1980,cluster_1,South Side,1,0.772965923215521,5.781779274380839,4901.702649698514,9,8308.541129336858,0.3998384737674144,4.26158793374355,312,1,807812,1045081,0.772965923215521,5.818795709892896,9,263,G17003106911,17003106911,4931.329056932533,8353.216019580846,583,G17003106910,17003106910,0.7530554289969799,0.8423788746235849,0.8919255252662915,0.9061304248393167,0.8416249117667074,0.9081386669549021,0.28132207195543996,0.7943413999179594,6.910844135905834
1714000,Chicago,1980,cluster_2,Austin,1,0.7521426758060421,4.456110054450448,2613.2968270044034,7,4235.8870459244945,0.41398381977318416,-2.1143634906141657,173,2,296269,393900,0.7521426758060421,4.474160307018284,7,281,G17003102315,17003102315,2643.566847456943,4235.8870459244945,335,G17003102607,17003102607,0.6693698337603007,0.8423788746235849,0.8778623981499933,0.9061304248393167,0.8216606413621073,0.9081386669549021,0.21344198573577516,0.33398062641035753,4.952117414255209
1714000,Chicago,1990,cluster_1,South Side,1,0.8120420344874902,5.835790076694853,4975.048364885858,9,8209.921686659129,0.4100100529429243,2.099078815322331,311,1,710147,874520,0.8120420344874902,5.886534759704681,9,801,G17003106912,17003106912,5019.162100312951,8233.32433508574,803,G17003106913,17003106913,0.7634988693588809,0.8495809191744413,0.8784782896864606,0.8735313409300526,0.8231570397000922,0.886189490394895,0.2800230099598205,0.7523688580566426,10.470840657565498
1714000,Chicago,1990,cluster_2,Austin,1,0.8312846616000822,4.700743000931228,2793.7869945115694,8,4447.347468502266,0.4505427517975957,-3.4199831494156308,173,1,259015,311584,0.8312846616000822,4.79306603864641,8,137,G17003102908,17003102908,2840.395497029334,4729.538245784487,342,G17003102603,17003102603,0.5945570311509103,0.8495809191744413,0.8404508397969501,0.8735313409300526,0.7452043828880165,0.886189490394895,0.24577773953755894,0.3140142207157067,5.825867562288581
1714000,Chicago,2000,cluster_1,South Side,1,0.8783754753605324,5.82793931451165,5000.412358574619,9,8190.850074815238,0.42574388159034915,-2.31307516783217,312,1,686923,782038,0.8783754753605324,5.895711746440285,9,191,G17031691200,17031691200,5061.007006369994,8310.680643442342,191,G17031691200,17031691200,0.6897675525966465,0.8521282352379905,0.8241341337724295,0.856455785828698,0.7074814961393378,0.875806896927436,0.2974991466553958,0.7019818782550427,7.9104987320642834
