fid,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,JOIN_KEY,STATEFP,COUNTYFP,GEOID,GISJOIN,WHITE,BLACK,TOTPOP,POC
1063,"17","031","390500","17031390500","3905",Census Tract 3905,G5020,S,326518,0,"+41.8059781",-087.5991987,"17031390500","17","031","17031390500",G17031390500,355,1086,1598,1243
1064,"17","031","390600","17031390600","3906",Census Tract 3906,G5020,S,324629,0,"+41.8060181",-087.5943504,"17031390600","17","031","17031390600",G17031390600,843,766,1866,1023
1065,"17","031","390700","17031390700","3907",Census Tract 3907,G5020,S,610276,820060,"+41.8040164",-087.5804887,"17031390700","17","031","17031390700",G17031390700,1359,3092,5592,4233
1066,"17","031","400300","17031400300","4003",Census Tract 4003,G5020,S,1324154,140288,"+41.7897177",-087.6114372,"17031400300","17","031","17031400300",G17031400300,8,1522,1567,1559
1067,"17","031","400400","17031400400","4004",Census Tract 4004,G5020,S,326944,0,"+41.7911261",-087.6183211,"17031400400","17","031","17031400400",G17031400400,10,1898,1955,1945
1068,"17","031","400500","17031400500","4005",Census Tract 4005,G5020,S,326148,0,"+41.7910414",-087.6231791,"17031400500","17","031","17031400500",G17031400500,12,2194,2258,2246
1069,"17","031","400800","17031400800","4008",Census Tract 4008,G5020,S,493311,0,"+41.7828633",-087.6205580,"17031400800","17","031","17031400800",G17031400800,8,2644,2701,2693
1070,"17","031","410100","17031410100","4101",Census Tract 4101,G5020,S,219487,265305,"+41.8015969",-087.5810131,"17031410100","17","031","17031410100",G17031410100,499,948,1802,1303
1071,"17","031","825700","17031825700","8257",Census Tract 8257,G5020,S,4834653,222953,"+41.6394802",-087.5449604,"17031825700","17","031","17031825700",G17031825700,729,2587,4206,3477
1072,"17","031","825801","17031825801","8258.01",Census Tract 8258.01,G5020,S,2446860,192553,"+41.6347559",-087.5729716,"17031825801","17","031","17031825801",G17031825801,288,3136,3550,3262
1076,"17","031","440300","17031440300","4403",Census Tract 4403,G5020,S,1291887,0,"+41.7437379",-087.6195319,"17031440300","17","031","17031440300",G17031440300,27,4601,4757,4730
1077,"17","031","440600","17031440600","4406",Census Tract 4406,G5020,S,669816,0,"+41.7326909",-087.6191603,"17031440600","17","031","17031440600",G17031440600,7,2026,2080,2073
1078,"17","031","440700","17031440700","4407",Census Tract 4407,G5020,S,327461,0,"+41.7347514",-087.6096294,"17031440700","17","031","17031440700",G17031440700,9,1515,1545,1536
1079,"17","031","440800","17031440800","4408",Census Tract 4408,G5020,S,279072,0,"+41.7317122",-087.6033281,"17031440800","17","031","17031440800",G17031440800,7,1755,1800,1793
1080,"17","031","440900","17031440900","4409",Census Tract 4409,G5020,S,742631,0,"+41.7286690",-087.6090057,"17031440900","17","031","17031440900",G17031440900,7,2535,2610,2603
1081,"17","031","450300","17031450300","4503",Census Tract 4503,G5020,S,1366771,0,"+41.7419438",-087.5790892,"17031450300","17","031","17031450300",G17031450300,18,3476,3615,3597
1082,"17","031","671800","17031671800","6718",Census Tract 6718,G5020,S,324234,0,"+41.7614010",-087.6564481,"17031671800","17","031","17031671800",G17031671800,5,1368,1422,1417
1083,"17","031","671900","17031671900","6719",Census Tract 6719,G5020,S,322062,0,"+41.7613256",-087.6612802,"17031671900","17","031","17031671900",G17031671900,3,1343,1378,1375
1084,"17","031","672000","17031672000","6720",Census Tract 6720,G5020,S,995026,0,"+41.7611986",-087.6711285,"17031672000","17","031","17031672000",G17031672000,5,3607,3735,3730
1085,"17","031","680500","17031680500","6805",Census Tract 6805,G5020,S,326857,0,"+41.7905639",-087.6523524,"17031680500","17","031","17031680500",G17031680500,9,1444,1481,1472
1086,"17","031","680600","17031680600","6806",Census Tract 6806,G5020,S,326466,0,"+41.7832811",-087.6521652,"17031680600","17","031","17031680600",G17031680600,1,1408,1431,1430
1087,"17","031","680900","17031680900","6809",Census Tract 6809,G5020,S,1033026,0,"+41.7764282",-087.6376321,"17031680900","17","031","17031680900",G17031680900,23,3871,4019,3996
1088,"17","031","681000","17031681000","6810",Census Tract 6810,G5020,S,651695,0,"+41.7760394",-087.6495526,"17031681000","17","031","17031681000",G17031681000,7,3409,3498,3491
1089,"17","031","681100","17031681100","6811",Census Tract 6811,G5020,S,652440,0,"+41.7687665",-087.6493596,"17031681100","17","031","17031681100",G17031681100,10,3419,3517,3507
1118,"17","031","410200","17031410200","4102",Census Tract 4102,G5020,S,65110,0,"+41.8016675",-087.5942678,"17031410200","17","031","17031410200",G17031410200,679,318,1443,764
1119,"17","031","410500","17031410500","4105",Census Tract 4105,G5020,S,262840,0,"+41.7978272",-087.6037464,"17031410500","17","031","17031410500",G17031410500,782,1369,2557,1775
1120,"17","031","410600","17031410600","4106",Census Tract 4106,G5020,S,252558,0,"+41.7979710",-087.5989451,"17031410600","17","031","17031410600",G17031410600,1164,625,2327,1163
1121,"17","031","410700","17031410700","4107",Census Tract 4107,G5020,S,260191,0,"+41.7980399",-087.5941982,"17031410700","17","031","17031410700",G17031410700,1161,436,2154,993
1122,"17","031","410800","17031410800","4108",Census Tract 4108,G5020,S,249757,0,"+41.7979588",-087.5896244,"17031410800","17","031","17031410800",G17031410800,995,945,2662,1667
1123,"17","031","410900","17031410900","4109",Census Tract 4109,G5020,S,387192,578244,"+41.7966958",-087.5780755,"17031410900","17","031","17031410900",G17031410900,1272,1033,2838,1566
1124,"17","031","411000","17031411000","4110",Census Tract 4110,G5020,S,749202,1147724,"+41.7889285",-087.5779316,"17031411000","17","031","17031411000",G17031411000,1635,997,3309,1674
1125,"17","031","411100","17031411100","4111",Census Tract 4111,G5020,S,282972,0,"+41.7904494",-087.5897021,"17031411100","17","031","17031411100",G17031411100,1448,114,2132,684
1126,"17","031","411200","17031411200","4112",Census Tract 4112,G5020,S,402445,0,"+41.7905557",-087.5940172,"17031411200","17","031","17031411200",G17031411200,1105,117,1640,535
1127,"17","031","530600","17031530600","5306",Census Tract 5306,G5020,S,966241,67959,"+41.6700882",-087.6191458,"17031530600","17","031","17031530600",G17031530600,20,3099,3207,3187
1138,"17","031","460100","17031460100","4601",Census Tract 4601,G5020,S,2970371,2514283,"+41.7479818",-087.5393264,"17031460100","17","031","17031460100",G17031460100,129,2522,3405,3276
1139,"17","031","460200","17031460200","4602",Census Tract 4602,G5020,S,600206,0,"+41.7413868",-087.5470111,"17031460200","17","031","17031460200",G17031460200,107,1065,2385,2278
1140,"17","031","460400","17031460400","4604",Census Tract 4604,G5020,S,652525,0,"+41.7444903",-087.5636922,"17031460400","17","031","17031460400",G17031460400,33,3523,3705,3672
1141,"17","031","460500","17031460500","4605",Census Tract 4605,G5020,S,1277222,0,"+41.7468818",-087.5726040,"17031460500","17","031","17031460500",G17031460500,45,5540,5789,5744
1142,"17","031","460600","17031460600","4606",Census Tract 4606,G5020,S,260611,0,"+41.7356327",-087.5595142,"17031460600","17","031","17031460600",G17031460600,19,905,1183,1164
1143,"17","031","460700","17031460700","4607",Census Tract 4607,G5020,S,422528,0,"+41.7355801",-087.5492813,"17031460700","17","031","17031460700",G17031460700,56,1736,3314,3258
1144,"17","031","461000","17031461000","4610",Census Tract 4610,G5020,S,557246,59596,"+41.7273925",-087.5465424,"17031461000","17","031","17031461000",G17031461000,48,909,1496,1448
1145,"17","031","681200","17031681200","6812",Census Tract 6812,G5020,S,794733,0,"+41.7691893",-087.6384976,"17031681200","17","031","17031681200",G17031681200,10,2657,2716,2706
1146,"17","031","681300","17031681300","6813",Census Tract 6813,G5020,S,721329,0,"+41.7611733",-087.6398622,"17031681300","17","031","17031681300",G17031681300,3,2887,2936,2933
1147,"17","031","681400","17031681400","6814",Census Tract 6814,G5020,S,643432,0,"+41.7615308",-087.6491926,"17031681400","17","031","17031681400",G17031681400,8,3189,3247,3239
1148,"17","031","690300","17031690300","6903",Census Tract 6903,G5020,S,512064,0,"+41.7686690",-087.6290141,"17031690300","17","031","17031690300",G17031690300,17,2123,2191,2174
1149,"17","031","690400","17031690400","6904",Census Tract 6904,G5020,S,651657,0,"+41.7692585",-087.6202084,"17031690400","17","031","17031690400",G17031690400,11,3365,3464,3453
1150,"17","031","690500","17031690500","6905",Census Tract 6905,G5020,S,320686,0,"+41.7681656",-087.6121085,"17031690500","17","031","17031690500",G17031690500,6,858,877,871
1151,"17","031","690900","17031690900","6909",Census Tract 6909,G5020,S,655462,0,"+41.7621423",-087.6103448,"17031690900","17","031","17031690900",G17031690900,11,4384,4520,4509
1182,"17","031","420100","17031420100","4201",Census Tract 4201,G5020,S,756686,623125,"+41.7825956",-087.5795566,"17031420100","17","031","17031420100",G17031420100,34,1371,1441,1407
1183,"17","031","420200","17031420200","4202",Census Tract 4202,G5020,S,278188,0,"+41.7834582",-087.5935160,"17031420200","17","031","17031420200",G17031420200,275,1275,1723,1448
1184,"17","031","420300","17031420300","4203",Census Tract 4203,G5020,S,245119,0,"+41.7832241",-087.5986970,"17031420300","17","031","17031420300",G17031420300,775,1160,2488,1713
1185,"17","031","420400","17031420400","4204",Census Tract 4204,G5020,S,245127,0,"+41.7831699",-087.6035584,"17031420400","17","031","17031420400",G17031420400,243,906,1329,1086
1186,"17","031","420500","17031420500","4205",Census Tract 4205,G5020,S,245980,0,"+41.7831002",-087.6084261,"17031420500","17","031","17031420500",G17031420500,25,2521,2624,2599
1195,"17","031","470100","17031470100","4701",Census Tract 4701,G5020,S,1589074,0,"+41.7282207",-087.5964896,"17031470100","17","031","17031470100",G17031470100,19,2849,2916,2897
1196,"17","031","480100","17031480100","4801",Census Tract 4801,G5020,S,668182,0,"+41.7352480",-087.5756027,"17031480100","17","031","17031480100",G17031480100,8,1970,2033,2025
1197,"17","031","480200","17031480200","4802",Census Tract 4802,G5020,S,286029,0,"+41.7351237",-087.5898841,"17031480200","17","031","17031480200",G17031480200,3,1188,1229,1226
1198,"17","031","480300","17031480300","4803",Census Tract 4803,G5020,S,415734,0,"+41.7291942",-087.5879725,"17031480300","17","031","17031480300",G17031480300,10,1409,1468,1458
1199,"17","031","480400","17031480400","4804",Census Tract 4804,G5020,S,1809910,0,"+41.7284498",-087.5756385,"17031480400","17","031","17031480400",G17031480400,41,5658,5876,5835
1200,"17","031","480500","17031480500","4805",Census Tract 4805,G5020,S,1355408,0,"+41.7275503",-087.5590499,"17031480500","17","031","17031480500",G17031480500,64,2672,3206,3142
1201,"17","031","691000","17031691000","6910",Census Tract 6910,G5020,S,648682,0,"+41.7619654",-087.6200151,"17031691000","17","031","17031691000",G17031691000,13,2424,2492,2479
1202,"17","031","691100","17031691100","6911",Census Tract 6911,G5020,S,675736,0,"+41.7617135",-087.6298721,"17031691100","17","031","17031691100",G17031691100,13,3173,3266,3253
1203,"17","031","691200","17031691200","6912",Census Tract 6912,G5020,S,1002990,10735,"+41.7526208",-087.6304113,"17031691200","17","031","17031691200",G17031691200,13,2791,2847,2834
1204,"17","031","691300","17031691300","6913",Census Tract 6913,G5020,S,647447,0,"+41.7546811",-087.6198472,"17031691300","17","031","17031691300",G17031691300,8,2368,2448,2440
1205,"17","031","691400","17031691400","6914",Census Tract 6914,G5020,S,656683,0,"+41.7548455",-087.6101685,"17031691400","17","031","17031691400",G17031691400,44,3464,3611,3567
1206,"17","031","691500","17031691500","6915",Census Tract 6915,G5020,S,671195,0,"+41.7550430",-087.6002986,"17031691500","17","031","17031691500",G17031691500,5,1843,1930,1925
1207,"17","031","700100","17031700100","7001",Census Tract 7001,G5020,S,2311845,0,"+41.7535935",-087.6953091,"17031700100","17","031","17031700100",G17031700100,198,2052,3427,3229
1239,"17","031","520500","17031520500","5205",Census Tract 5205,G5020,S,1050381,0,"+41.6931166",-087.5308705,"17031520500","17","031","17031520500",G17031520500,1451,65,4301,2850
1240,"17","031","720500","17031720500","7205",Census Tract 7205,G5020,S,1042169,0,"+41.7028353",-087.6891011,"17031720500","17","031","17031720500",G17031720500,1978,63,2166,188
1244,"17","031","490300","17031490300","4903",Census Tract 4903,G5020,S,632636,0,"+41.7253816",-087.6191477,"17031490300","17","031","17031490300",G17031490300,9,1984,2033,2024
1245,"17","031","490400","17031490400","4904",Census Tract 4904,G5020,S,237760,0,"+41.7236539",-087.6108237,"17031490400","17","031","17031490400",G17031490400,3,1051,1059,1056
1246,"17","031","490500","17031490500","4905",Census Tract 4905,G5020,S,1425940,0,"+41.7179276",-087.6132067,"17031490500","17","031","17031490500",G17031490500,29,2134,2242,2213
1247,"17","031","490600","17031490600","4906",Census Tract 4906,G5020,S,679065,0,"+41.7179514",-087.6283324,"17031490600","17","031","17031490600",G17031490600,2,1504,1562,1560
1248,"17","031","490700","17031490700","4907",Census Tract 4907,G5020,S,640220,0,"+41.7107319",-087.6283648,"17031490700","17","031","17031490700",G17031490700,4,3020,3085,3081
1249,"17","031","490800","17031490800","4908",Census Tract 4908,G5020,S,1079255,0,"+41.7106828",-087.6153371,"17031490800","17","031","17031490800",G17031490800,18,3894,4007,3989
1250,"17","031","700200","17031700200","7002",Census Tract 7002,G5020,S,1623942,0,"+41.7529904",-087.7238225,"17031700200","17","031","17031700200",G17031700200,983,909,6609,5626
1251,"17","031","710100","17031710100","7101",Census Tract 7101,G5020,S,215116,0,"+41.7533918",-087.6419713,"17031710100","17","031","17031710100",G17031710100,11,1223,1275,1264
1252,"17","031","710200","17031710200","7102",Census Tract 7102,G5020,S,741528,0,"+41.7551122",-087.6514277,"17031710200","17","031","17031710200",G17031710200,18,4919,5049,5031
1253,"17","031","710300","17031710300","7103",Census Tract 7103,G5020,S,327582,0,"+41.7540485",-087.6611057,"17031710300","17","031","17031710300",G17031710300,2,1378,1414,1412
1254,"17","031","710400","17031710400","7104",Census Tract 7104,G5020,S,1002525,0,"+41.7539186",-087.6709324,"17031710400","17","031","17031710400",G17031710400,20,5523,5651,5631
1255,"17","031","710500","17031710500","7105",Census Tract 7105,G5020,S,748392,0,"+41.7475316",-087.6707873,"17031710500","17","031","17031710500",G17031710500,7,4029,4123,4116
1256,"17","031","710600","17031710600","7106",Census Tract 7106,G5020,S,244933,0,"+41.7476600",-087.6609434,"17031710600","17","031","17031710600",G17031710600,1,1818,1838,1837
1257,"17","031","710700","17031710700","7107",Census Tract 7107,G5020,S,490083,0,"+41.7471100",-087.6568840,"17031710700","17","031","17031710700",G17031710700,6,3530,3583,3577
1294,"17","031","491000","17031491000","4910",Census Tract 4910,G5020,S,1277064,0,"+41.6997585",-087.6280506,"17031491000","17","031","17031491000",G17031491000,13,5112,5247,5234
1295,"17","031","491100","17031491100","4911",Census Tract 4911,G5020,S,1322860,0,"+41.6997569",-087.6376956,"17031491100","17","031","17031491100",G17031491100,30,4393,4514,4484
1296,"17","031","491200","17031491200","4912",Census Tract 4912,G5020,S,649490,0,"+41.6887765",-087.6374383,"17031491200","17","031","17031491200",G17031491200,18,2371,2444,2426
1297,"17","031","510100","17031510100","5101",Census Tract 5101,G5020,S,2141282,231780,"+41.7126213",-087.5500748,"17031510100","17","031","17031510100",G17031510100,425,221,3530,3105
1298,"17","031","510200","17031510200","5102",Census Tract 5102,G5020,S,1279953,0,"+41.7142531",-087.5600413,"17031510200","17","031","17031510200",G17031510200,157,2211,2986,2829
1299,"17","031","520200","17031520200","5202",Census Tract 5202,G5020,S,1108034,102317,"+41.7132589",-087.5396184,"17031520200","17","031","17031520200",G17031520200,275,370,3817,3542
1300,"17","031","710800","17031710800","7108",Census Tract 7108,G5020,S,816273,0,"+41.7478366",-087.6488126,"17031710800","17","031","17031710800",G17031710800,11,5232,5338,5327
1301,"17","031","710900","17031710900","7109",Census Tract 7109,G5020,S,990854,0,"+41.7421467",-087.6396899,"17031710900","17","031","17031710900",G17031710900,6,2136,2198,2192
1302,"17","031","711000","17031711000","7110",Census Tract 7110,G5020,S,654358,0,"+41.7396436",-087.6485811,"17031711000","17","031","17031711000",G17031711000,15,3395,3475,3460
1303,"17","031","711100","17031711100","7111",Census Tract 7111,G5020,S,653926,0,"+41.7395016",-087.6583002,"17031711100","17","031","17031711100",G17031711100,5,2757,2835,2830
1304,"17","031","711200","17031711200","7112",Census Tract 7112,G5020,S,1102229,0,"+41.7405561",-087.6698252,"17031711200","17","031","17031711200",G17031711200,9,5048,5145,5136
1305,"17","031","711300","17031711300","7113",Census Tract 7113,G5020,S,350019,0,"+41.7335044",-087.6672855,"17031711300","17","031","17031711300",G17031711300,4,1573,1626,1622
1306,"17","031","711400","17031711400","7114",Census Tract 7114,G5020,S,747483,0,"+41.7336572",-087.6521235,"17031711400","17","031","17031711400",G17031711400,7,2606,2654,2647
1355,"17","031","500300","17031500300","5003",Census Tract 5003,G5020,S,709169,0,"+41.6893150",-087.6053698,"17031500300","17","031","17031500300",G17031500300,489,638,1666,1177
1356,"17","031","826600","17031826600","8266",Census Tract 8266,G5020,S,1512446,0,"+41.6363517",-087.6230152,"17031826600","17","031","17031826600",G17031826600,250,5100,5540,5290
1357,"17","031","826401","17031826401","8264.01",Census Tract 8264.01,G5020,S,3002565,246111,"+41.6389607",-087.5930136,"17031826401","17","031","17031826401",G17031826401,141,3775,4072,3931
1361,"17","031","520300","17031520300","5203",Census Tract 5203,G5020,S,956742,0,"+41.7011232",-087.5395572,"17031520300","17","031","17031520300",G17031520300,758,112,6215,5457
1362,"17","031","520600","17031520600","5206",Census Tract 5206,G5020,S,1090995,0,"+41.6895293",-087.5404038,"17031520600","17","031","17031520600",G17031520600,587,55,2544,1957
1368,"17","031","711500","17031711500","7115",Census Tract 7115,G5020,S,649393,0,"+41.7324406",-087.6386881,"17031711500","17","031","17031711500",G17031711500,12,2494,2539,2527
1369,"17","031","720100","17031720100","7201",Census Tract 7201,G5020,S,1972036,0,"+41.7275943",-087.6747270,"17031720100","17","031","17031720100",G17031720100,1979,1099,3300,1321
1370,"17","031","720200","17031720200","7202",Census Tract 7202,G5020,S,1668936,0,"+41.7130245",-087.6660502,"17031720200","17","031","17031720200",G17031720200,1496,2227,4016,2520
1371,"17","031","720300","17031720300","7203",Census Tract 7203,G5020,S,1261681,0,"+41.7139025",-087.6771451,"17031720300","17","031","17031720300",G17031720300,2340,1084,3723,1383
1372,"17","031","720600","17031720600","7206",Census Tract 7206,G5020,S,582373,0,"+41.7027764",-087.6772070,"17031720600","17","031","17031720600",G17031720600,1352,303,1756,404
1373,"17","031","720700","17031720700","7207",Census Tract 7207,G5020,S,1049858,0,"+41.7031071",-087.6651388,"17031720700","17","031","17031720700",G17031720700,1009,1933,3149,2140
1374,"17","031","730100","17031730100","7301",Census Tract 7301,G5020,S,660213,0,"+41.7251771",-087.6384256,"17031730100","17","031","17031730100",G17031730100,7,2357,2424,2417
1375,"17","031","730300","17031730300","7303",Census Tract 7303,G5020,S,297687,0,"+41.7274627",-087.6645651,"17031730300","17","031","17031730300",G17031730300,4,1152,1166,1162
1379,"17","031","821600","17031821600","8216",Census Tract 8216,G5020,S,3556635,0,"+41.7300153",-087.6993200,"17031821600","17","031","17031821600",G17031821600,2051,1589,4393,2342
1380,"17","031","822000","17031822000","8220",Census Tract 8220,G5020,S,1240336,0,"+41.7312484",-087.7311338,"17031822000","17","031","17031822000",G17031822000,3665,38,4349,684
1393,"17","031","350100","17031350100","3501",Census Tract 3501,G5020,S,567843,518735,"+41.8402590",-087.6079492,"17031350100","17","031","17031350100",G17031350100,140,1156,2144,2004
1394,"17","031","351000","17031351000","3510",Census Tract 3510,G5020,S,820311,665632,"+41.8357641",-087.6067872,"17031351000","17","031","17031351000",G17031351000,137,2391,3267,3130
1395,"17","031","351100","17031351100","3511",Census Tract 3511,G5020,S,346344,0,"+41.8277468",-087.6141998,"17031351100","17","031","17031351100",G17031351100,16,1884,1960,1944
1396,"17","031","360200","17031360200","3602",Census Tract 3602,G5020,S,231661,0,"+41.8268757",-087.6099052,"17031360200","17","031","17031360200",G17031360200,8,1390,1443,1435
1397,"17","031","380100","17031380100","3801",Census Tract 3801,G5020,S,437445,0,"+41.8201967",-087.6101005,"17031380100","17","031","17031380100",G17031380100,55,1763,1924,1869
1415,"17","031","826402","17031826402","8264.02",Census Tract 8264.02,G5020,S,2020308,0,"+41.6280580",-087.5901088,"17031826402","17","031","17031826402",G17031826402,273,4641,5132,4859
1416,"17","031","826500","17031826500","8265",Census Tract 8265,G5020,S,3534626,57240,"+41.6319154",-087.6156118,"17031826500","17","031","17031826500",G17031826500,366,5265,5936,5570
1420,"17","031","550200","17031550200","5502",Census Tract 5502,G5020,S,5118067,283388,"+41.6550997",-087.5648312,"17031550200","17","031","17031550200",G17031550200,1372,76,2798,1426
1429,"17","031","730400","17031730400","7304",Census Tract 7304,G5020,S,1278083,0,"+41.7178213",-087.6526426,"17031730400","17","031","17031730400",G17031730400,26,3392,3514,3488
1430,"17","031","730500","17031730500","7305",Census Tract 7305,G5020,S,1313922,0,"+41.7142493",-087.6381386,"17031730500","17","031","17031730500",G17031730500,15,4266,4388,4373
1431,"17","031","730600","17031730600","7306",Census Tract 7306,G5020,S,1007265,0,"+41.7106003",-087.6504857,"17031730600","17","031","17031730600",G17031730600,35,3487,3614,3579
1432,"17","031","730700","17031730700","7307",Census Tract 7307,G5020,S,988108,0,"+41.7030817",-087.6500793,"17031730700","17","031","17031730700",G17031730700,11,2271,2331,2320
1437,"17","031","491300","17031491300","4913",Census Tract 4913,G5020,S,646033,0,"+41.6888969",-087.6278036,"17031491300","17","031","17031491300",G17031491300,20,2802,2886,2866
1438,"17","031","720400","17031720400","7204",Census Tract 7204,G5020,S,663284,0,"+41.7099918",-087.6866686,"17031720400","17","031","17031720400",G17031720400,1631,129,1924,293
1439,"17","031","530400","17031530400","5304",Census Tract 5304,G5020,S,1312060,0,"+41.6740397",-087.6515267,"17031530400","17","031","17031530400",G17031530400,17,2112,2223,2206
1440,"17","031","750600","17031750600","7506",Census Tract 7506,G5020,S,1316354,0,"+41.6886312",-087.6520493,"17031750600","17","031","17031750600",G17031750600,13,3565,3681,3668
1450,"17","031","380200","17031380200","3802",Census Tract 3802,G5020,S,215128,0,"+41.8205740",-087.6149861,"17031380200","17","031","17031380200",G17031380200,20,1591,1680,1660
1494,"17","031","580600","17031580600","5806",Census Tract 5806,G5020,S,492790,0,"+41.8173978",-087.6920314,"17031580600","17","031","17031580600",G17031580600,452,49,5531,5079
1504,"17","031","530300","17031530300","5303",Census Tract 5303,G5020,S,1308192,0,"+41.6813144",-087.6517524,"17031530300","17","031","17031530300",G17031530300,10,4160,4273,4263
1505,"17","031","500100","17031500100","5001",Census Tract 5001,G5020,S,2653040,0,"+41.7146840",-087.5950237,"17031500100","17","031","17031500100",G17031500100,21,3554,3644,3623
1506,"17","031","821200","17031821200","8212",Census Tract 8212,G5020,S,2943096,0,"+41.6683912",-087.6722980,"17031821200","17","031","17031821200",G17031821200,814,2788,6003,5189
1507,"17","031","821800","17031821800","8218",Census Tract 8218,G5020,S,2147408,0,"+41.7194986",-087.7004232,"17031821800","17","031","17031821800",G17031821800,3736,848,5337,1601
1508,"17","031","823400","17031823400","8234",Census Tract 8234,G5020,S,5160389,0,"+41.6651703",-087.6965048,"17031823400","17","031","17031823400",G17031823400,1490,1126,5052,3562
1557,"17","031","580700","17031580700","5807",Census Tract 5807,G5020,S,549606,0,"+41.8174881",-087.6868470,"17031580700","17","031","17031580700",G17031580700,438,110,6137,5699
1558,"17","031","580800","17031580800","5808",Census Tract 5808,G5020,S,183275,0,"+41.8102195",-087.6866439,"17031580800","17","031","17031580800",G17031580800,119,8,2061,1942
1559,"17","031","590500","17031590500","5905",Census Tract 5905,G5020,S,572157,24222,"+41.8248951",-087.6804852,"17031590500","17","031","17031590500",G17031590500,395,24,1672,1277
1560,"17","031","590600","17031590600","5906",Census Tract 5906,G5020,S,348145,0,"+41.8268328",-087.6729254,"17031590600","17","031","17031590600",G17031590600,617,35,3564,2947
1561,"17","031","590700","17031590700","5907",Census Tract 5907,G5020,S,869702,0,"+41.8267821",-087.6638518,"17031590700","17","031","17031590700",G17031590700,439,33,3100,2661
1562,"17","031","600400","17031600400","6004",Census Tract 6004,G5020,S,327223,0,"+41.8417184",-087.6439321,"17031600400","17","031","17031600400",G17031600400,1031,45,3891,2860
1563,"17","031","600600","17031600600","6006",Census Tract 6006,G5020,S,394135,0,"+41.8422594",-087.6554677,"17031600600","17","031","17031600600",G17031600600,783,15,2738,1955
1564,"17","031","600700","17031600700","6007",Census Tract 6007,G5020,S,465210,0,"+41.8406926",-087.6606293,"17031600700","17","031","17031600700",G17031600700,762,98,2545,1783
1571,"17","031","822101","17031822101","8221.01",Census Tract 8221.01,G5020,S,1861190,0,"+41.7241572",-087.7456175,"17031822101","17","031","17031822101",G17031822101,3412,148,4480,1068
1574,"17","031","822102","17031822102","8221.02",Census Tract 8221.02,G5020,S,2243693,0,"+41.7215520",-087.7315013,"17031822102","17","031","17031822102",G17031822102,2892,594,4414,1522
1617,"17","031","520100","17031520100","5201",Census Tract 5201,G5020,S,2572023,527820,"+41.7211184",-087.5294325,"17031520100","17","031","17031520100",G17031520100,192,123,2075,1883
1618,"17","031","600900","17031600900","6009",Census Tract 6009,G5020,S,383218,0,"+41.8365101",-087.6531588,"17031600900","17","031","17031600900",G17031600900,1214,239,3699,2485
1619,"17","031","610300","17031610300","6103",Census Tract 6103,G5020,S,2383592,0,"+41.8161777",-087.6751021,"17031610300","17","031","17031610300",G17031610300,321,252,5658,5337
1620,"17","031","610400","17031610400","6104",Census Tract 6104,G5020,S,163180,0,"+41.8103984",-087.6674491,"17031610400","17","031","17031610400",G17031610400,64,27,2213,2149
1621,"17","031","610800","17031610800","6108",Census Tract 6108,G5020,S,331962,0,"+41.8127078",-087.6384084,"17031610800","17","031","17031610800",G17031610800,1069,25,1393,324
1622,"17","031","611000","17031611000","6110",Census Tract 6110,G5020,S,571300,0,"+41.8047714",-087.6499381,"17031611000","17","031","17031611000",G17031611000,11,811,1098,1087
1623,"17","031","611100","17031611100","6111",Census Tract 6111,G5020,S,326779,0,"+41.8050589",-087.6575817,"17031611100","17","031","17031611100",G17031611100,105,539,2922,2817
1624,"17","031","611200","17031611200","6112",Census Tract 6112,G5020,S,327038,0,"+41.8049939",-087.6624414,"17031611200","17","031","17031611200",G17031611200,102,680,2824,2722
1625,"17","031","611300","17031611300","6113",Census Tract 6113,G5020,S,327029,0,"+41.8049362",-087.6673039,"17031611300","17","031","17031611300",G17031611300,148,445,3556,3408
1626,"17","031","611400","17031611400","6114",Census Tract 6114,G5020,S,326297,0,"+41.8048900",-087.6721636,"17031611400","17","031","17031611400",G17031611400,119,282,4105,3986
1634,"17","031","821700","17031821700","8217",Census Tract 8217,G5020,S,1546757,0,"+41.7211898",-087.7153649,"17031821700","17","031","17031821700",G17031821700,3944,514,4889,945
1636,"17","031","823500","17031823500","8235",Census Tract 8235,G5020,S,1112781,0,"+41.6656039",-087.6831787,"17031823500","17","031","17031823500",G17031823500,1669,808,4545,2876
1637,"17","031","822702","17031822702","8227.02",Census Tract 8227.02,G5020,S,1298804,0,"+41.7056906",-087.7305798,"17031822702","17","031","17031822702",G17031822702,2812,332,3745,933
1638,"17","031","822701","17031822701","8227.01",Census Tract 8227.01,G5020,S,1078063,0,"+41.7123761",-087.7303270,"17031822701","17","031","17031822701",G17031822701,2874,465,4181,1307
1678,"17","031","520400","17031520400","5204",Census Tract 5204,G5020,S,719870,0,"+41.7029904",-087.5307269,"17031520400","17","031","17031520400",G17031520400,706,52,4090,3384
1679,"17","031","550100","17031550100","5501",Census Tract 5501,G5020,S,7169002,1154790,"+41.6631813",-087.5359785,"17031550100","17","031","17031550100",G17031550100,2863,288,6628,3765
1680,"17","031","611500","17031611500","6115",Census Tract 6115,G5020,S,488118,0,"+41.8054483",-087.6786552,"17031611500","17","031","17031611500",G17031611500,154,382,3567,3413
