fid,NHGISST,NHGISCTY,GISJOIN,GISJOIN2,SHAPE_AREA,SHAPE_LEN,JOIN_KEY,GEOID,STATEFP,COUNTYFP,WHITE,BLACK,TOTPOP,POC
1053,"170","0310",G17003103808,"17003103808",237245.190191,1993.49112262,G17003103808,"17003103808","17","031",3,1590,1596,1593
1054,"170","0310",G17003106104,"17003106104",160745.612134,1596.20791425,G17003106104,"17003106104","17","031",249,2,2136,1887
1066,"170","0310",G1700310826402,"1700310826402",2047969.08757,7664.21495962,G1700310826402,"1700310826402","17","031",2794,2378,5529,2735
1067,"170","0310",G17003105811,"17003105811",686428.457555,4109.14350397,G17003105811,"17003105811","17","031",457,0,684,227
1094,"170","0310",G17003105808,"17003105808",180688.909719,1704.25352463,G17003105808,"17003105808","17","031",837,2,1341,504
1097,"170","0310",G17003103813,"17003103813",54614.5419883,1095.05603653,G17003103813,"17003103813","17","031",1,283,291,290
1098,"170","0310",G17003103811,"17003103811",81850.4761063,1205.77389554,G17003103811,"17003103811","17","031",0,443,445,445
1099,"170","0310",G17003103815,"17003103815",114379.925853,1488.01186361,G17003103815,"17003103815","17","031",6,1332,1346,1340
1100,"170","0310",G17003103814,"17003103814",319513.613762,2791.35243225,G17003103814,"17003103814","17","031",4,1829,1846,1842
1101,"170","0310",G17003106105,"17003106105",77712.6836395,1175.01867117,G17003106105,"17003106105","17","031",33,0,116,83
1102,"170","0310",G17003105809,"17003105809",490113.449136,3282.61874614,G17003105809,"17003105809","17","031",3094,9,4164,1070
1127,"170","0310",G17003106903,"17003106903",511324.341472,3211.380259,G17003106903,"17003106903","17","031",6,2700,2733,2727
1128,"170","0310",G17003106813,"17003106813",724812.122205,3691.01762096,G17003106813,"17003106813","17","031",11,4192,4240,4229
1146,"170","0310",G17003107504,"17003107504",994017.420434,4966.39786728,G17003107504,"17003107504","17","031",3002,102,3199,197
1147,"170","0310",G17003104913,"17003104913",655083.309192,3247.90759103,G17003104913,"17003104913","17","031",26,4266,4317,4291
1148,"170","0310",G17003104914,"17003104914",847203.288008,3727.41235448,G17003104914,"17003104914","17","031",75,4128,4291,4216
1149,"170","0310",G1700310823304,"1700310823304",3575599.18996,13102.7897192,G1700310823304,"1700310823304","17","031",5407,300,5944,537
1150,"170","0310",G17003107505,"17003107505",2618731.28884,7371.88812703,G17003107505,"17003107505","17","031",1743,4918,6777,5034
1151,"170","0310",G17003105304,"17003105304",1333375.65863,4884.67609785,G17003105304,"17003105304","17","031",98,2316,2529,2431
1153,"170","0310",G17003108235,"17003108235",1105058.33515,6170.96768773,G17003108235,"17003108235","17","031",3685,57,4383,698
1177,"170","0310",G17003103806,"17003103806",81981.7786247,1173.2062831,G17003103806,"17003103806","17","031",1,1836,1856,1855
1178,"170","0310",G17003106107,"17003106107",323196.32725,2457.5197783,G17003106107,"17003106107","17","031",1819,7,2280,461
1226,"170","0310",G17003104503,"17003104503",1362310.18443,5523.87754267,G17003104503,"17003104503","17","031",55,4126,4230,4175
1227,"170","0310",G17003107502,"17003107502",1332876.32349,5296.57408837,G17003107502,"17003107502","17","031",1744,2035,3871,2127
1232,"170","0310",G1700310821401,"1700310821401",864051.659886,4016.42731622,G1700310821401,"1700310821401","17","031",759,2673,3692,2933
1269,"170","0310",G17003105902,"17003105902",622669.385633,3342.88054374,G17003105902,"17003105902","17","031",1446,2,2576,1130
1273,"170","0310",G17003106012,"17003106012",85156.1222133,1229.87489758,G17003106012,"17003106012","17","031",524,0,801,277
1282,"170","0310",G17003103703,"17003103703",449618.581821,2761.58308094,G17003103703,"17003103703","17","031",3,816,823,820
1283,"170","0310",G17003105907,"17003105907",879462.566722,3991.81377933,G17003105907,"17003105907","17","031",1464,1,2466,1002
1284,"170","0310",G17003106102,"17003106102",1652903.40399,6472.8341999,G17003106102,"17003106102","17","031",67,1,693,626
1285,"170","0310",G17003105807,"17003105807",532353.221619,3307.95461527,G17003105807,"17003105807","17","031",2434,1,4121,1687
1286,"170","0310",G17003105906,"17003105906",344401.090034,2634.31094218,G17003105906,"17003105906","17","031",1952,4,3279,1327
1287,"170","0310",G17003106103,"17003106103",2404816.61272,6415.33994705,G17003106103,"17003106103","17","031",952,17,4896,3944
1288,"170","0310",G17003106801,"17003106801",256819.929928,3628.14357125,G17003106801,"17003106801","17","031",1,672,674,673
1289,"170","0310",G17003106802,"17003106802",1301337.19336,4903.60646435,G17003106802,"17003106802","17","031",38,5677,5732,5694
1290,"170","0310",G17003106809,"17003106809",1035744.56704,4431.19097626,G17003106809,"17003106809","17","031",18,5371,5470,5452
1291,"170","0310",G17003106812,"17003106812",786561.891139,3838.17657519,G17003106812,"17003106812","17","031",10,4424,4464,4454
1294,"170","0310",G17003106013,"17003106013",39080.6513386,795.73902196,G17003106013,"17003106013","17","031",147,0,253,106
1295,"170","0310",G17003106015,"17003106015",413903.039622,2642.92699877,G17003106015,"17003106015","17","031",2380,8,3183,803
1306,"170","0310",G17003104205,"17003104205",240995.780169,2017.31995857,G17003104205,"17003104205","17","031",7,2943,2966,2959
1359,"170","0310",G17003104212,"17003104212",327021.289205,2758.49000014,G17003104212,"17003104212","17","031",7,1708,1729,1722
1360,"170","0310",G17003106606,"17003106606",666504.719489,4023.6235552,G17003106606,"17003106606","17","031",2695,1429,6529,3834
1366,"170","0310",G17003107001,"17003107001",2363601.72743,7358.66635969,G17003107001,"17003107001","17","031",2454,170,3129,675
1367,"170","0310",G17003104605,"17003104605",1270958.92743,5454.15041331,G17003104605,"17003104605","17","031",132,7120,7334,7202
1368,"170","0310",G17003107108,"17003107108",804042.47098,3589.68827285,G17003107108,"17003107108","17","031",27,6380,6429,6402
1369,"170","0310",G17003107106,"17003107106",243055.902215,2029.7889945,G17003107106,"17003107106","17","031",3,2328,2333,2330
1370,"170","0310",G17003104403,"17003104403",1280976.36386,4846.2111615,G17003104403,"17003104403","17","031",37,4905,4979,4942
1371,"170","0310",G17003104902,"17003104902",668209.129427,3281.12501065,G17003104902,"17003104902","17","031",3,3562,3577,3574
1372,"170","0310",G17003104904,"17003104904",233540.044453,2433.58534658,G17003104904,"17003104904","17","031",3,1222,1231,1228
1373,"170","0310",G17003108218,"17003108218",2152211.77324,6580.09350782,G17003108218,"17003108218","17","031",5521,5,5691,170
1374,"170","0310",G17003104906,"17003104906",694972.834961,3263.96335583,G17003104906,"17003104906","17","031",4,1830,1850,1846
1375,"170","0310",G17003107305,"17003107305",1292531.55513,4848.12969389,G17003107305,"17003107305","17","031",36,5407,5501,5465
1376,"170","0310",G17003108219,"17003108219",1899341.52644,8198.23207676,G17003108219,"17003108219","17","031",5430,7,5601,171
1378,"170","0310",G17003104905,"17003104905",1395503.45493,4861.04708545,G17003104905,"17003104905","17","031",19,2105,2141,2122
1385,"170","0310",G17003107005,"17003107005",3398931.59565,7764.03372176,G17003107005,"17003107005","17","031",6401,3474,10381,3980
1386,"170","0310",G17003104402,"17003104402",1299837.96577,4857.35464407,G17003104402,"17003104402","17","031",54,9368,9525,9471
1388,"170","0310",G17003104401,"17003104401",1057658.71787,4831.38184735,G17003104401,"17003104401","17","031",27,8741,8820,8793
1389,"170","0310",G17003107111,"17003107111",652635.859642,3252.16714059,G17003107111,"17003107111","17","031",14,3423,3441,3427
1390,"170","0310",G17003104604,"17003104604",681061.317689,4067.92121002,G17003104604,"17003104604","17","031",152,4183,4488,4336
1391,"170","0310",G17003107112,"17003107112",1105848.85325,4184.24865356,G17003107112,"17003107112","17","031",85,6231,6358,6273
1392,"170","0310",G17003104603,"17003104603",1134251.13532,4786.26313439,G17003104603,"17003104603","17","031",558,6230,9488,8930
1430,"170","0310",G17003104804,"17003104804",1794104.55002,5465.58510009,G17003104804,"17003104804","17","031",166,7122,7507,7341
1434,"170","0310",G17003106001,"17003106001",166943.770342,1606.67247068,G17003106001,"17003106001","17","031",84,0,290,206
1435,"170","0310",G17003106006,"17003106006",392806.323516,2978.74872302,G17003106006,"17003106006","17","031",1542,1,2537,995
1436,"170","0310",G17003106009,"17003106009",384290.860806,3094.15913195,G17003106009,"17003106009","17","031",2027,3,4109,2082
1437,"170","0310",G17003106008,"17003106008",627942.313638,4470.52094358,G17003106008,"17003106008","17","031",2212,2,3958,1746
1441,"170","0310",G17003107109,"17003107109",987374.15239,4959.42071972,G17003107109,"17003107109","17","031",10,2659,2681,2671
1442,"170","0310",G17003107105,"17003107105",748619.126776,3643.16530432,G17003107105,"17003107105","17","031",41,5297,5379,5338
1443,"170","0310",G17003107004,"17003107004",2630359.18551,6480.05463754,G17003107004,"17003107004","17","031",7681,31,8415,734
1444,"170","0310",G17003107003,"17003107003",2579921.71989,6532.85071519,G17003107003,"17003107003","17","031",9261,11,9703,442
1448,"170","0310",G17003105305,"17003105305",3784812.48399,8458.92776459,G17003105305,"17003105305","17","031",229,15930,16279,16050
1450,"170","0310",G1700310825801,"1700310825801",2628245.3941,7979.85126562,G1700310825801,"1700310825801","17","031",1735,2265,4197,2462
1452,"170","0310",G17003108266,"17003108266",1511579.75965,5250.35425921,G17003108266,"17003108266","17","031",3871,1072,5168,1297
1456,"170","0310",G17003103602,"17003103602",233227.345885,2398.50033645,G17003103602,"17003103602","17","031",8,2888,2909,2901
1458,"170","0310",G17003106304,"17003106304",665480.561177,3257.7947959,G17003106304,"17003106304","17","031",2932,4,4250,1318
1465,"170","0310",G17003103506,"17003103506",321001.000705,2410.5276556,G17003103506,"17003103506","17","031",1027,944,2642,1615
1466,"170","0310",G17003103701,"17003103701",452244.916296,2775.34326326,G17003103701,"17003103701","17","031",4,1193,1206,1202
1467,"170","0310",G17003103605,"17003103605",233856.862478,2096.35212397,G17003103605,"17003103605","17","031",2,1028,1033,1031
1468,"170","0310",G17003106108,"17003106108",344918.344942,2587.99785783,G17003106108,"17003106108","17","031",1560,2,1748,188
1469,"170","0310",G17003103702,"17003103702",474365.613891,2782.36774608,G17003103702,"17003103702","17","031",12,1325,1370,1358
1470,"170","0310",G17003103903,"17003103903",329627.072188,2441.98223316,G17003103903,"17003103903","17","031",57,2823,2905,2848
1471,"170","0310",G17003103805,"17003103805",178793.397833,2063.51909176,G17003103805,"17003103805","17","031",1,2133,2140,2139
1472,"170","0310",G17003106109,"17003106109",658542.673625,3260.56423813,G17003106109,"17003106109","17","031",796,242,1214,418
1492,"170","0310",G17003107301,"17003107301",667229.115699,3279.02947278,G17003107301,"17003107301","17","031",5,2812,2835,2830
1494,"170","0310",G17003107201,"17003107201",1981758.37952,5794.19546862,G17003107201,"17003107201","17","031",2958,895,3940,982
1495,"170","0310",G1700310822101,"1700310822101",1861956.70772,6692.08436325,G1700310822101,"1700310822101","17","031",4318,0,4424,106
1500,"170","0310",G17003104405,"17003104405",346084.687574,2613.84447924,G17003104405,"17003104405","17","031",0,2,2,2
1501,"170","0310",G17003107115,"17003107115",630910.350869,3200.85790241,G17003107115,"17003107115","17","031",13,3020,3047,3034
1502,"170","0310",G17003105105,"17003105105",965663.235053,4423.66415,G17003105105,"17003105105","17","031",445,1308,4142,3697
1503,"170","0310",G17003105102,"17003105102",1257922.80156,5983.29046631,G17003105102,"17003105102","17","031",403,2836,3715,3312
1505,"170","0310",G17003104404,"17003104404",1648947.141,5791.07994942,G17003104404,"17003104404","17","031",27,4120,4175,4148
1506,"170","0310",G17003107110,"17003107110",647217.508989,3254.25210119,G17003107110,"17003107110","17","031",24,4196,4247,4223
1515,"170","0310",G17003106710,"17003106710",319755.989631,2386.9539849,G17003106710,"17003106710","17","031",2,614,621,619
1516,"170","0310",G17003106713,"17003106713",478729.255606,3203.48417968,G17003106713,"17003106713","17","031",23,4183,4240,4217
1517,"170","0310",G17003106712,"17003106712",230474.055382,1978.12755358,G17003106712,"17003106712","17","031",9,1983,1995,1986
1518,"170","0310",G17003106711,"17003106711",244614.116903,2008.41607461,G17003106711,"17003106711","17","031",9,1926,1954,1945
1519,"170","0310",G17003106607,"17003106607",501971.214557,3275.28131286,G17003106607,"17003106607","17","031",61,2493,2583,2522
1520,"170","0310",G17003106605,"17003106605",630824.787225,3206.46607267,G17003106605,"17003106605","17","031",2809,0,3937,1128
1539,"170","0310",G1700310826304,"1700310826304",1270294.45839,5612.88327457,G1700310826304,"1700310826304","17","031",1303,2072,3511,2208
1549,"170","0310",G1700310825803,"1700310825803",1730541.9281,6543.04363823,G1700310825803,"1700310825803","17","031",3390,1926,5565,2175
1551,"170","0310",G1700310826303,"1700310826303",1618612.95041,5666.52794695,G1700310826303,"1700310826303","17","031",2707,1059,3971,1264
1589,"170","0310",G17003104207,"17003104207",634252.255749,3207.31454028,G17003104207,"17003104207","17","031",7,4625,4655,4648
1590,"170","0310",G17003106601,"17003106601",333927.089487,2476.82843072,G17003106601,"17003106601","17","031",12,138,157,145
1591,"170","0310",G17003106807,"17003106807",325377.6381,2439.54503721,G17003106807,"17003106807","17","031",11,1944,1961,1950
1592,"170","0310",G17003104202,"17003104202",264370.907691,2216.66573084,G17003104202,"17003104202","17","031",212,1397,1649,1437
1593,"170","0310",G17003104204,"17003104204",245082.777787,2024.53077205,G17003104204,"17003104204","17","031",244,1257,1596,1352
1594,"170","0310",G17003106708,"17003106708",341763.399208,2477.32447878,G17003106708,"17003106708","17","031",8,2441,2484,2476
1596,"170","0310",G17003106714,"17003106714",455033.561289,3165.03817718,G17003106714,"17003106714","17","031",13,2627,2658,2645
1619,"170","0310",G17003104208,"17003104208",346839.66986,2507.28014243,G17003104208,"17003104208","17","031",4,2747,2766,2762
1624,"170","0310",G17003104209,"17003104209",299604.873754,2416.98869616,G17003104209,"17003104209","17","031",16,2789,2834,2818
1642,"170","0310",G1700310821402,"1700310821402",1794102.87625,7427.96239898,G1700310821402,"1700310821402","17","031",633,2719,3524,2891
1644,"170","0310",G17003108234,"17003108234",5311884.63031,10869.459534,G17003108234,"17003108234","17","031",3278,70,4101,823
1650,"170","0310",G17003107404,"17003107404",2863912.18499,8995.48049378,G17003107404,"17003107404","17","031",4606,175,4865,259
1655,"170","0310",G17003105904,"17003105904",301621.996727,3220.95669681,G17003105904,"17003105904","17","031",535,1,967,432
1656,"170","0310",G17003106604,"17003106604",645155.526124,3258.6432999,G17003106604,"17003106604","17","031",2854,23,4052,1198
1657,"170","0310",G17003106705,"17003106705",643810.251287,4046.32255128,G17003106705,"17003106705","17","031",10,1813,1863,1853
1658,"170","0310",G17003106307,"17003106307",661281.992028,3284.67692784,G17003106307,"17003106307","17","031",1271,712,4348,3077
1659,"170","0310",G17003106309,"17003106309",660354.647956,3251.30498802,G17003106309,"17003106309","17","031",2448,2,3350,902
1665,"170","0310",G17003104106,"17003104106",248676.922945,2068.01203024,G17003104106,"17003104106","17","031",1086,763,2103,1017
1666,"170","0310",G17003104105,"17003104105",266674.311458,2142.48201584,G17003104105,"17003104105","17","031",313,2186,2589,2276
1667,"170","0310",G17003106120,"17003106120",321814.050848,2442.22656289,G17003106120,"17003106120","17","031",22,2704,2754,2732
1670,"170","0310",G17003106116,"17003106116",312863.103403,2389.83951848,G17003106116,"17003106116","17","031",179,1627,2182,2003
1671,"170","0310",G17003104107,"17003104107",263556.648614,2106.24898562,G17003104107,"17003104107","17","031",1280,699,2346,1066
1672,"170","0310",G17003106119,"17003106119",656581.069928,3243.31859895,G17003106119,"17003106119","17","031",111,3395,4040,3929
1673,"170","0310",G17003106118,"17003106118",326798.33402,2430.12020873,G17003106118,"17003106118","17","031",156,3040,3714,3558
1674,"170","0310",G17003108213,"17003108213",1874491.03929,6977.74950445,G17003108213,"17003108213","17","031",2996,712,5144,2148
1678,"170","0310",G17003104801,"17003104801",671867.002474,4130.16898497,G17003104801,"17003104801","17","031",39,2525,2597,2558
1679,"170","0310",G17003104802,"17003104802",296616.616114,2300.66562456,G17003104802,"17003104802","17","031",11,1468,1502,1491
1680,"170","0310",G17003106602,"17003106602",651596.300351,3215.18591275,G17003106602,"17003106602","17","031",1419,2047,6292,4873
1682,"170","0310",G17003106117,"17003106117",323560.425175,2404.81680938,G17003106117,"17003106117","17","031",207,2995,3639,3432
1683,"170","0310",G17003106305,"17003106305",657730.529045,3257.03257441,G17003106305,"17003106305","17","031",2158,25,4268,2110
1685,"170","0310",G17003106303,"17003106303",972840.173342,3991.15812586,G17003106303,"17003106303","17","031",2230,1,3325,1095
1687,"170","0310",G17003106121,"17003106121",329514.14883,2447.27834814,G17003106121,"17003106121","17","031",8,1910,2004,1996
1688,"170","0310",G17003104113,"17003104113",407817.952575,2843.72112864,G17003104113,"17003104113","17","031",500,21,691,191
1690,"170","0310",G17003107114,"17003107114",758310.604797,5160.65639895,G17003107114,"17003107114","17","031",12,3195,3213,3201
1691,"170","0310",G17003104407,"17003104407",327363.962558,2390.49168155,G17003104407,"17003104407","17","031",9,1699,1717,1708
1692,"170","0310",G17003104701,"17003104701",1598866.92599,5590.45695634,G17003104701,"17003104701","17","031",105,3191,3314,3209
1693,"170","0310",G17003104901,"17003104901",353258.643075,3306.03843778,G17003104901,"17003104901","17","031",2,633,639,637
1695,"170","0310",G17003108216,"17003108216",3578425.98491,9581.66922527,G17003108216,"17003108216","17","031",4343,16,4606,263
1696,"170","0310",G17003107113,"17003107113",356418.011899,2645.30493489,G17003107113,"17003107113","17","031",20,1680,1701,1681
1697,"170","0310",G17003104803,"17003104803",441596.639071,3164.79269296,G17003104803,"17003104803","17","031",26,1799,1848,1822
1698,"170","0310",G17003104408,"17003104408",279335.091945,3594.01047713,G17003104408,"17003104408","17","031",11,1977,2005,1994
1700,"170","0310",G17003106704,"17003106704",329206.626179,2469.50669451,G17003106704,"17003106704","17","031",19,2692,2753,2734
1702,"170","0310",G17003106716,"17003106716",414247.522401,2883.79912265,G17003106716,"17003106716","17","031",8,3286,3326,3318
1703,"170","0310",G17003106610,"17003106610",1129371.24747,4869.54446329,G17003106610,"17003106610","17","031",1185,4015,5834,4649
1705,"170","0310",G17003103502,"17003103502",337750.397422,2477.34363544,G17003103502,"17003103502","17","031",33,2524,2587,2554
1706,"170","0310",G17003103508,"17003103508",63341.6198942,1019.45594917,G17003103508,"17003103508","17","031",2,283,286,284
1707,"170","0310",G17003103509,"17003103509",49063.5088402,1074.3300457,G17003103509,"17003103509","17","031",2,130,133,131
1708,"170","0310",G17003103503,"17003103503",326825.038736,2412.30710504,G17003103503,"17003103503","17","031",48,1109,1176,1128
1728,"170","0310",G17003106804,"17003106804",321465.535411,2429.46302878,G17003106804,"17003106804","17","031",10,2131,2177,2167
1730,"170","0310",G17003106306,"17003106306",347327.444687,2526.9208723,G17003106306,"17003106306","17","031",34,288,371,337
1731,"170","0310",G17003104006,"17003104006",295638.453953,3038.27467105,G17003104006,"17003104006","17","031",3,828,835,832
1732,"170","0310",G17003106805,"17003106805",334396.521571,2451.89522426,G17003106805,"17003106805","17","031",4,2459,2478,2474
1738,"170","0310",G17003106005,"17003106005",692960.056035,3679.02747255,G17003106005,"17003106005","17","031",711,0,1311,600
